"STATISTIC","Statistic Label","C03514V04244","Electoral Division","TLIST(A1)","Year","UNIT","VALUE"
"IIA10","Median earned income per person working","13038","038 Clonarney, Co. Westmeath","2016","2016","Euro","29495"
"IIA10","Median earned income per person working","13039","039 Collinstown, Co. Westmeath","2016","2016","Euro","24537"
"IIA10","Median earned income per person working","13040","040 Copperalley, Co. Westmeath","2016","2016","Euro",""
"IIA10","Median earned income per person working","13041","041 Delvin, Co. Westmeath","2016","2016","Euro","22020"
"IIA10","Median earned income per person working","13042","042 Faughalstown, Co. Westmeath","2016","2016","Euro","24171"
"IIA10","Median earned income per person working","13043","043 Fore East, Co. Westmeath","2016","2016","Euro","28340"
"IIA10","Median earned income per person working","13044","044 Fore West, Co. Westmeath","2016","2016","Euro","29332"
"IIA10","Median earned income per person working","13045","045 Hilltown, Co. Westmeath","2016","2016","Euro","35433"
"IIA10","Median earned income per person working","13046","046 Kilcumny, Co. Westmeath","2016","2016","Euro",""
"IIA10","Median earned income per person working","13047","047 Killua, Co. Westmeath","2016","2016","Euro","20707"
"IIA10","Median earned income per person working","13048","048 Killulagh, Co. Westmeath","2016","2016","Euro","35243"
"IIA10","Median earned income per person working","13049","049 Kilpatrick, Co. Westmeath","2016","2016","Euro",""
"IIA10","Median earned income per person working","13050","050 Kinturk, Co. Westmeath","2016","2016","Euro","32211"
"IIA10","Median earned income per person working","13051","051 Riverdale, Co. Westmeath","2016","2016","Euro","31423"
"IIA10","Median earned income per person working","13052","052 Rosmead, Co. Westmeath","2016","2016","Euro","35335"
"IIA10","Median earned income per person working","13053","053 Ardnaglew, Co. Westmeath","2016","2016","Euro",""
"IIA10","Median earned income per person working","13054085","999 Ballinalack / Lackan","2016","2016","Euro","26363"
"IIA10","Median earned income per person working","13055","055 Ballykilmore, Co. Westmeath","2016","2016","Euro","22011"
"IIA10","Median earned income per person working","13056","056 Ballymorin, Co. Westmeath","2016","2016","Euro","9562"
"IIA10","Median earned income per person working","13057","057 Ballynagore, Co. Westmeath","2016","2016","Euro","28337"
"IIA10","Median earned income per person working","13058","058 Belvidere, Co. Westmeath","2016","2016","Euro","21208"
"IIA10","Median earned income per person working","13059","059 Carrick, Co. Westmeath","2016","2016","Euro",""
"IIA10","Median earned income per person working","13060","060 Castle, Co. Westmeath","2016","2016","Euro","27605"
"IIA10","Median earned income per person working","13061","061 Castlelost, Co. Westmeath","2016","2016","Euro","29709"
"IIA10","Median earned income per person working","13062","062 Castletown, Co. Westmeath","2016","2016","Euro","25866"
"IIA10","Median earned income per person working","13063","063 Churchtown, Co. Westmeath","2016","2016","Euro","33614"
"IIA10","Median earned income per person working","13064","064 Cloghan, Co. Westmeath","2016","2016","Euro","7868"
"IIA10","Median earned income per person working","13065","065 Clonfad, Co. Westmeath","2016","2016","Euro","17262"
"IIA10","Median earned income per person working","13066","066 Clonlost, Co. Westmeath","2016","2016","Euro","26900"
"IIA10","Median earned income per person working","13067","067 Derrymore, Co. Westmeath","2016","2016","Euro","31180"
"IIA10","Median earned income per person working","13068","068 Dysart, Co. Westmeath","2016","2016","Euro","27190"
"IIA10","Median earned income per person working","13069","069 Emper, Co. Westmeath","2016","2016","Euro",""
"IIA10","Median earned income per person working","13070","070 Enniscoffey, Co. Westmeath","2016","2016","Euro",""
"IIA10","Median earned income per person working","13071","071 Gaybrook, Co. Westmeath","2016","2016","Euro","25091"
"IIA10","Median earned income per person working","13072","072 Glenlough, Co. Westmeath","2016","2016","Euro","23008"
"IIA10","Median earned income per person working","13073","073 Greenpark, Co. Westmeath","2016","2016","Euro","22981"
"IIA10","Median earned income per person working","13074","074 Griffinstown, Co. Westmeath","2016","2016","Euro",""
"IIA10","Median earned income per person working","13075","075 Heathstown, Co. Westmeath","2016","2016","Euro","26596"
"IIA10","Median earned income per person working","13076","076 Hopestown, Co. Westmeath","2016","2016","Euro","25448"
"IIA10","Median earned income per person working","13077","077 Huntingdon, Co. Westmeath","2016","2016","Euro","31221"
"IIA10","Median earned income per person working","13078","078 Jamestown, Co. Westmeath","2016","2016","Euro",""
"IIA10","Median earned income per person working","13079","079 Kilbeggan, Co. Westmeath","2016","2016","Euro","26533"
"IIA10","Median earned income per person working","13080","080 Kilbixy, Co. Westmeath","2016","2016","Euro","16644"
"IIA10","Median earned income per person working","13081","081 Killare, Co. Westmeath","2016","2016","Euro","25040"
"IIA10","Median earned income per person working","13082","082 Killucan, Co. Westmeath","2016","2016","Euro","22865"
"IIA10","Median earned income per person working","13083","083 Kinnegad, Co. Westmeath","2016","2016","Euro","18556"
"IIA10","Median earned income per person working","13084","084 Knockdrin, Co. Westmeath","2016","2016","Euro","26890"
"IIA10","Median earned income per person working","13086","086 Lauree, Co. Westmeath","2016","2016","Euro","20050"
"IIA10","Median earned income per person working","13087","087 Middleton, Co. Westmeath","2016","2016","Euro","15657"
"IIA10","Median earned income per person working","13088","088 Milltown, Co. Westmeath","2016","2016","Euro","27280"
"IIA10","Median earned income per person working","13089","089 Mullingar Rural, Co. Westmeath","2016","2016","Euro","31539"
"IIA10","Median earned income per person working","13090","090 Mullingar North Urban, Co. Westmeath","2016","2016","Euro","30893"
"IIA10","Median earned income per person working","13091","091 Mullingar South Urban, Co. Westmeath","2016","2016","Euro","26156"
"IIA10","Median earned income per person working","13092","092 Multyfarnham, Co. Westmeath","2016","2016","Euro","21880"
"IIA10","Median earned income per person working","13093","093 Newtown, Co. Westmeath","2016","2016","Euro","22616"
"IIA10","Median earned income per person working","13094","094 Owel, Co. Westmeath","2016","2016","Euro","31016"
"IIA10","Median earned income per person working","13095","095 Portloman, Co. Westmeath","2016","2016","Euro","20953"
"IIA10","Median earned income per person working","13096","096 Raharney, Co. Westmeath","2016","2016","Euro","27380"
"IIA10","Median earned income per person working","13097","097 Rahugh, Co. Westmeath","2016","2016","Euro","28720"
"IIA10","Median earned income per person working","13098","098 Rathconrath, Co. Westmeath","2016","2016","Euro","22403"
"IIA10","Median earned income per person working","13099","099 Russellstown, Co. Westmeath","2016","2016","Euro","21994"
"IIA10","Median earned income per person working","13100","100 Skeagh, Co. Westmeath","2016","2016","Euro",""
"IIA10","Median earned income per person working","13101","101 Sonna, Co. Westmeath","2016","2016","Euro","28899"
"IIA10","Median earned income per person working","13102","102 Stonehall, Co. Westmeath","2016","2016","Euro","26461"
"IIA10","Median earned income per person working","13103","103 Streamstown, Co. Westmeath","2016","2016","Euro","23593"
"IIA10","Median earned income per person working","13104","104 Taghmon, Co. Westmeath","2016","2016","Euro","18375"
"IIA10","Median earned income per person working","13105","105 Tullaghan, Co. Westmeath","2016","2016","Euro","26687"
"IIA10","Median earned income per person working","13106","106 Woodland, Co. Westmeath","2016","2016","Euro","21642"
"IIA10","Median earned income per person working","14001","001 Enniscorthy Urban, Co. Wexford","2016","2016","Euro","23736"
"IIA10","Median earned income per person working","14002","002 New Ross Urban, Co. Wexford","2016","2016","Euro","23431"
"IIA10","Median earned income per person working","14003","003 Rosbercon Urban, Co. Wexford","2016","2016","Euro","25874"
"IIA10","Median earned income per person working","14004","004 Wexford No. 1 Urban, Co. Wexford","2016","2016","Euro","26533"
"IIA10","Median earned income per person working","14005","005 Wexford No. 2 Urban, Co. Wexford","2016","2016","Euro","23032"
"IIA10","Median earned income per person working","14006","006 Wexford No. 3 Urban, Co. Wexford","2016","2016","Euro","24657"
"IIA10","Median earned income per person working","14007","007 Ballindaggan, Co. Wexford","2016","2016","Euro","19744"
"IIA10","Median earned income per person working","14008","008 Ballycarney, Co. Wexford","2016","2016","Euro","24551"
"IIA10","Median earned income per person working","14009","009 Ballyhoge, Co. Wexford","2016","2016","Euro","19753"
"IIA10","Median earned income per person working","14010","010 Ballyhuskard, Co. Wexford","2016","2016","Euro","23510"
"IIA10","Median earned income per person working","14011","011 Ballymore, Co. Wexford","2016","2016","Euro","19422"
"IIA10","Median earned income per person working","14012","012 Ballyvaldon, Co. Wexford","2016","2016","Euro","27842"
"IIA10","Median earned income per person working","14013","013 Bolaboy, Co. Wexford","2016","2016","Euro","21292"
"IIA10","Median earned income per person working","14014","014 Bree, Co. Wexford","2016","2016","Euro","27542"
"IIA10","Median earned income per person working","14015","015 Castleboro, Co. Wexford","2016","2016","Euro","28375"
"IIA10","Median earned income per person working","14016","016 Castledockrell, Co. Wexford","2016","2016","Euro","28697"
"IIA10","Median earned income per person working","14017","017 Castle Ellis, Co. Wexford","2016","2016","Euro","24959"
"IIA10","Median earned income per person working","14018","018 Castle Talbot, Co. Wexford","2016","2016","Euro","15505"
"IIA10","Median earned income per person working","14019","019 Clonroche, Co. Wexford","2016","2016","Euro","27507"
"IIA10","Median earned income per person working","14020","020 Edermine, Co. Wexford","2016","2016","Euro","18060"
"IIA10","Median earned income per person working","14021","021 Enniscorthy Rural (Part Urban), Co. Wexford","2016","2016","Euro","29749"
"IIA10","Median earned income per person working","14022","022 Ferns, Co. Wexford","2016","2016","Euro","20817"
"IIA10","Median earned income per person working","14023","023 Kilbora, Co. Wexford","2016","2016","Euro","25225"
"IIA10","Median earned income per person working","14024","024 Kilcormick, Co. Wexford","2016","2016","Euro","25705"
"IIA10","Median earned income per person working","14025","025 Killann, Co. Wexford","2016","2016","Euro","23192"
"IIA10","Median earned income per person working","14026","026 Kilmallock, Co. Wexford","2016","2016","Euro","24328"
"IIA10","Median earned income per person working","14027","027 Killoughrum, Co. Wexford","2016","2016","Euro","18584"
"IIA10","Median earned income per person working","14028","028 Kilrush, Co. Wexford","2016","2016","Euro","28630"
"IIA10","Median earned income per person working","14029","029 Kiltealy, Co. Wexford","2016","2016","Euro","19537"
"IIA10","Median earned income per person working","14030","030 Marshalstown, Co. Wexford","2016","2016","Euro","26734"
"IIA10","Median earned income per person working","14031","031 Moyacomb, Co. Wexford","2016","2016","Euro","27978"
"IIA10","Median earned income per person working","14032","032 Newtownbarry, Co. Wexford","2016","2016","Euro","23153"
"IIA10","Median earned income per person working","14033","033 Rossard, Co. Wexford","2016","2016","Euro",""
"IIA10","Median earned income per person working","14034","034 St. Mary's, Co. Wexford","2016","2016","Euro","19940"
"IIA10","Median earned income per person working","14035","035 The Harrow, Co. Wexford","2016","2016","Euro","19483"
"IIA10","Median earned income per person working","14036","036 The Leap, Co. Wexford","2016","2016","Euro","22711"
"IIA10","Median earned income per person working","14037","037 Tinnacross, Co. Wexford","2016","2016","Euro","27648"
"IIA10","Median earned income per person working","14038","038 Tombrack, Co. Wexford","2016","2016","Euro","18987"
"IIA10","Median earned income per person working","14039","039 Ardamine, Co. Wexford","2016","2016","Euro","23010"
"IIA10","Median earned income per person working","14040","040 Balloughter, Co. Wexford","2016","2016","Euro","26409"
"IIA10","Median earned income per person working","14041","041 Ballybeg, Co. Wexford","2016","2016","Euro","10329"
"IIA10","Median earned income per person working","14042","042 Ballycanew, Co. Wexford","2016","2016","Euro","23624"
"IIA10","Median earned income per person working","14043","043 Ballyellis, Co. Wexford","2016","2016","Euro","16017"
"IIA10","Median earned income per person working","14044","044 Ballygarrett, Co. Wexford","2016","2016","Euro","12565"
"IIA10","Median earned income per person working","14045","045 Ballylarkin, Co. Wexford","2016","2016","Euro","19352"
"IIA10","Median earned income per person working","14046","046 Ballynestragh, Co. Wexford","2016","2016","Euro","22155"
"IIA10","Median earned income per person working","14047","047 Cahore, Co. Wexford","2016","2016","Euro",""
"IIA10","Median earned income per person working","14048","048 Coolgreany, Co. Wexford","2016","2016","Euro","24357"
"IIA10","Median earned income per person working","14049","049 Courtown, Co. Wexford","2016","2016","Euro","21969"
"IIA10","Median earned income per person working","14050","050 Ford, Co. Wexford","2016","2016","Euro","17533"
"IIA10","Median earned income per person working","14051","051 Gorey Rural, Co. Wexford","2016","2016","Euro","24328"
"IIA10","Median earned income per person working","14052","052 Gorey Urban, Co. Wexford","2016","2016","Euro","22298"
"IIA10","Median earned income per person working","14053","053 Huntingtown, Co. Wexford","2016","2016","Euro",""
"IIA10","Median earned income per person working","14054","054 Kilcomb, Co. Wexford","2016","2016","Euro","23132"
"IIA10","Median earned income per person working","14055","055 Kilgorman, Co. Wexford","2016","2016","Euro","31360"
"IIA10","Median earned income per person working","14056","056 Killenagh, Co. Wexford","2016","2016","Euro",""
"IIA10","Median earned income per person working","14057","057 Killincooly, Co. Wexford","2016","2016","Euro","23438"
"IIA10","Median earned income per person working","14058","058 Kilnahue, Co. Wexford","2016","2016","Euro",""
"IIA10","Median earned income per person working","14059","059 Limerick, Co. Wexford","2016","2016","Euro","20813"
"IIA10","Median earned income per person working","14060","060 Monamolin, Co. Wexford","2016","2016","Euro","18420"
"IIA10","Median earned income per person working","14061","061 Monaseed, Co. Wexford","2016","2016","Euro","17716"
"IIA10","Median earned income per person working","14062","062 Rossminoge, Co. Wexford","2016","2016","Euro","31250"
"IIA10","Median earned income per person working","14063","063 Wells, Co. Wexford","2016","2016","Euro","20083"
"IIA10","Median earned income per person working","14064","064 Wingfield, Co. Wexford","2016","2016","Euro","20786"
"IIA10","Median earned income per person working","14065","065 Adamstown, Co. Wexford","2016","2016","Euro","24862"
"IIA10","Median earned income per person working","14066","066 Ballyanne, Co. Wexford","2016","2016","Euro","18072"
"IIA10","Median earned income per person working","14067","067 Ballyhack, Co. Wexford","2016","2016","Euro","18563"
"IIA10","Median earned income per person working","14068","068 Barrack Village, Co. Wexford","2016","2016","Euro",""
"IIA10","Median earned income per person working","14069","069 Barronstown, Co. Wexford","2016","2016","Euro","26878"
"IIA10","Median earned income per person working","14070","070 Carnagh, Co. Wexford","2016","2016","Euro","26500"
"IIA10","Median earned income per person working","14071","071 Carrickbyrne, Co. Wexford","2016","2016","Euro","18436"
"IIA10","Median earned income per person working","14072","072 Clongeen, Co. Wexford","2016","2016","Euro","21483"
"IIA10","Median earned income per person working","14073","073 Clonleigh, Co. Wexford","2016","2016","Euro","31153"
"IIA10","Median earned income per person working","14074","074 Dunmain, Co. Wexford","2016","2016","Euro","25356"
"IIA10","Median earned income per person working","14075","075 Fethard, Co. Wexford","2016","2016","Euro","24104"
"IIA10","Median earned income per person working","14076","076 Horetown, Co. Wexford","2016","2016","Euro","19889"
"IIA10","Median earned income per person working","14077","077 Inch, Co. Wexford","2016","2016","Euro","24320"
"IIA10","Median earned income per person working","14078","078 Kilgarvan, Co. Wexford","2016","2016","Euro","27105"
"IIA10","Median earned income per person working","14079","079 Killesk, Co. Wexford","2016","2016","Euro","23934"
"IIA10","Median earned income per person working","14080","080 Kilmokea, Co. Wexford","2016","2016","Euro","25163"
"IIA10","Median earned income per person working","14081","081 Newbawn, Co. Wexford","2016","2016","Euro","21520"
"IIA10","Median earned income per person working","14082","082 New Ross Rural, Co. Wexford","2016","2016","Euro","30093"
"IIA10","Median earned income per person working","14083","083 Oldcourt, Co. Wexford","2016","2016","Euro","31702"
"IIA10","Median earned income per person working","14084","084 Old Ross, Co. Wexford","2016","2016","Euro","24000"
"IIA10","Median earned income per person working","14085","085 Rathroe, Co. Wexford","2016","2016","Euro","22376"
"IIA10","Median earned income per person working","14086","086 Rochestown, Co. Wexford","2016","2016","Euro",""
"IIA10","Median earned income per person working","14087","087 Templeludigan, Co. Wexford","2016","2016","Euro","23811"
"IIA10","Median earned income per person working","14088","088 Templetown, Co. Wexford","2016","2016","Euro","21908"
"IIA10","Median earned income per person working","14089","089 Tintern, Co. Wexford","2016","2016","Euro","18070"
"IIA10","Median earned income per person working","14090","090 Whitechurch, Co. Wexford","2016","2016","Euro","26362"
"IIA10","Median earned income per person working","14091","091 Whitemoor, Co. Wexford","2016","2016","Euro","30366"
"IIA10","Median earned income per person working","14092","092 Ardcavan, Co. Wexford","2016","2016","Euro","29929"
"IIA10","Median earned income per person working","14093","093 Ardcolm, Co. Wexford","2016","2016","Euro","22357"
"IIA10","Median earned income per person working","14094","094 Artramon, Co. Wexford","2016","2016","Euro","17823"
"IIA10","Median earned income per person working","14095","095 Aughwilliam, Co. Wexford","2016","2016","Euro","31531"
"IIA10","Median earned income per person working","14096","096 Ballymitty, Co. Wexford","2016","2016","Euro","18274"
"IIA10","Median earned income per person working","14097","097 Bannow, Co. Wexford","2016","2016","Euro","17519"
"IIA10","Median earned income per person working","14098","098 Bridgetown, Co. Wexford","2016","2016","Euro","17082"
"IIA10","Median earned income per person working","14099","099 Carrick, Co. Wexford","2016","2016","Euro","23172"
"IIA10","Median earned income per person working","14100","100 Drinagh, Co. Wexford","2016","2016","Euro","25127"
"IIA10","Median earned income per person working","14101","101 Duncormick, Co. Wexford","2016","2016","Euro","18938"
"IIA10","Median earned income per person working","14102","102 Forth, Co. Wexford","2016","2016","Euro","21528"
"IIA10","Median earned income per person working","14103","103 Glynn, Co. Wexford","2016","2016","Euro","31616"
"IIA10","Median earned income per person working","14104","104 Harperstown, Co. Wexford","2016","2016","Euro",""
"IIA10","Median earned income per person working","14105","105 Harristown, Co. Wexford","2016","2016","Euro","20660"
"IIA10","Median earned income per person working","14106","106 Kilbride, Co. Wexford","2016","2016","Euro","22853"
"IIA10","Median earned income per person working","14107","107 Kilcowan, Co. Wexford","2016","2016","Euro","24188"
"IIA10","Median earned income per person working","14108","108 Killag, Co. Wexford","2016","2016","Euro","25882"
"IIA10","Median earned income per person working","14109","109 Killinick, Co. Wexford","2016","2016","Euro","18008"
"IIA10","Median earned income per person working","14110","110 Killurin, Co. Wexford","2016","2016","Euro","26159"
"IIA10","Median earned income per person working","14111","111 Kilmore, Co. Wexford","2016","2016","Euro","24716"
"IIA10","Median earned income per person working","14112","112 Kilpatrick, Co. Wexford","2016","2016","Euro","22097"
"IIA10","Median earned income per person working","14113","113 Kilscoran, Co. Wexford","2016","2016","Euro","16653"
"IIA10","Median earned income per person working","14114","114 Lady's Island, Co. Wexford","2016","2016","Euro","15048"
"IIA10","Median earned income per person working","14115","115 Mayglass, Co. Wexford","2016","2016","Euro","29909"
"IIA10","Median earned income per person working","14116","116 Newcastle, Co. Wexford","2016","2016","Euro","17546"
"IIA10","Median earned income per person working","14117","117 Rathaspick, Co. Wexford","2016","2016","Euro","38271"
"IIA10","Median earned income per person working","14118","118 Rosslare, Co. Wexford","2016","2016","Euro","19791"
"IIA10","Median earned income per person working","14119","119 St. Helen's, Co. Wexford","2016","2016","Euro","29689"
"IIA10","Median earned income per person working","14120","120 Tacumshin, Co. Wexford","2016","2016","Euro","11525"
"IIA10","Median earned income per person working","14121","121 Taghmon, Co. Wexford","2016","2016","Euro","25257"
"IIA10","Median earned income per person working","14122","122 Tomhaggard, Co. Wexford","2016","2016","Euro","23030"
"IIA10","Median earned income per person working","14123","123 Wexford Rural (Part Urban), Co. Wexford","2016","2016","Euro","33812"
"IIA10","Median earned income per person working","14124","124 Whitechurch, Co. Wexford","2016","2016","Euro","28340"
"IIA10","Median earned income per person working","15001","001 Arklow No. 1 Urban, Co. Wicklow","2016","2016","Euro","25871"
"IIA10","Median earned income per person working","15002","002 Arklow No. 2 Urban, Co. Wicklow","2016","2016","Euro","20846"
"IIA10","Median earned income per person working","15003","003 Bray No. 1, Co. Wicklow","2016","2016","Euro","25837"
"IIA10","Median earned income per person working","15004","004 Bray No. 2, Co. Wicklow","2016","2016","Euro","27497"
"IIA10","Median earned income per person working","15005","005 Bray No. 3, Co. Wicklow","2016","2016","Euro","23118"
"IIA10","Median earned income per person working","15006","006 Rathmichael (Bray), Co. Wicklow","2016","2016","Euro","18469"
"IIA10","Median earned income per person working","15007","007 Wicklow Urban, Co. Wicklow","2016","2016","Euro","30285"
"IIA10","Median earned income per person working","15008","008 Ballinguile, Co. Wicklow","2016","2016","Euro",""
"IIA10","Median earned income per person working","15009","009 Baltinglass, Co. Wicklow","2016","2016","Euro","26871"
"IIA10","Median earned income per person working","15010","010 Blessington, Co. Wicklow","2016","2016","Euro","24350"
"IIA10","Median earned income per person working","15011","011 Burgage, Co. Wicklow","2016","2016","Euro","26026"
"IIA10","Median earned income per person working","15012","012 Donaghmore, Co. Wicklow","2016","2016","Euro","23429"
"IIA10","Median earned income per person working","15013","013 Donard, Co. Wicklow","2016","2016","Euro","24974"
"IIA10","Median earned income per person working","15014","014 Dunlavin, Co. Wicklow","2016","2016","Euro","28858"
"IIA10","Median earned income per person working","15015","015 Eadestown, Co. Wicklow","2016","2016","Euro",""
"IIA10","Median earned income per person working","15016","016 Hartstown, Co. Wicklow","2016","2016","Euro",""
"IIA10","Median earned income per person working","15017","017 Hollywood, Co. Wicklow","2016","2016","Euro","21406"
"IIA10","Median earned income per person working","15018","018 Humewood, Co. Wicklow","2016","2016","Euro","24763"
"IIA10","Median earned income per person working","15019","019 Imael North, Co. Wicklow","2016","2016","Euro","29999"
"IIA10","Median earned income per person working","15020","020 Imael South, Co. Wicklow","2016","2016","Euro","39155"
"IIA10","Median earned income per person working","15021","021 Kilbride, Co. Wicklow","2016","2016","Euro","24611"
"IIA10","Median earned income per person working","15022","022 Lackan, Co. Wicklow","2016","2016","Euro","23822"
"IIA10","Median earned income per person working","15023","023 Lugglass, Co. Wicklow","2016","2016","Euro",""
"IIA10","Median earned income per person working","15024","024 Rathdangan, Co. Wicklow","2016","2016","Euro","31835"
"IIA10","Median earned income per person working","15025","025 Rathsallagh, Co. Wicklow","2016","2016","Euro","18999"
"IIA10","Median earned income per person working","15026","026 Stratford, Co. Wicklow","2016","2016","Euro","10198"
"IIA10","Median earned income per person working","15027","027 Talbotstown, Co. Wicklow","2016","2016","Euro","19449"
"IIA10","Median earned income per person working","15028","028 The Grange, Co. Wicklow","2016","2016","Euro","28866"
"IIA10","Median earned income per person working","15029","029 Tober, Co. Wicklow","2016","2016","Euro","19127"
"IIA10","Median earned income per person working","15030","030 Togher, Co. Wicklow","2016","2016","Euro","23395"
"IIA10","Median earned income per person working","15031","031 Tuckmill, Co. Wicklow","2016","2016","Euro",""
"IIA10","Median earned income per person working","15032","032 Delgany, Co. Wicklow","2016","2016","Euro","27357"
"IIA10","Median earned income per person working","15033","033 Enniskerry, Co. Wicklow","2016","2016","Euro","23648"
"IIA10","Median earned income per person working","15034","034 Greystones, Co. Wicklow","2016","2016","Euro","25331"
"IIA10","Median earned income per person working","15035","035 Kilmacanoge (Part Urban), Co. Wicklow","2016","2016","Euro","32691"
"IIA10","Median earned income per person working","15036","036 Powerscourt, Co. Wicklow","2016","2016","Euro","30770"
"IIA10","Median earned income per person working","15037","037 Altidore, Co. Wicklow","2016","2016","Euro","20494"
"IIA10","Median earned income per person working","15038","038 Arklow Rural, Co. Wicklow","2016","2016","Euro","40188"
"IIA10","Median earned income per person working","15039","039 Aughrim, Co. Wicklow","2016","2016","Euro","22591"
"IIA10","Median earned income per person working","15040","040 Avoca, Co. Wicklow","2016","2016","Euro","20371"
"IIA10","Median earned income per person working","15041","041 Ballinaclash, Co. Wicklow","2016","2016","Euro","16615"
"IIA10","Median earned income per person working","15042","042 Ballinacor, Co. Wicklow","2016","2016","Euro",""
"IIA10","Median earned income per person working","15043","043 Ballinderry, Co. Wicklow","2016","2016","Euro","118021"
"IIA10","Median earned income per person working","15044","044 Ballyarthur, Co. Wicklow","2016","2016","Euro","25074"
"IIA10","Median earned income per person working","15045","045 Ballycullen, Co. Wicklow","2016","2016","Euro","25000"
"IIA10","Median earned income per person working","15046","046 Brockagh, Co. Wicklow","2016","2016","Euro","31293"
"IIA10","Median earned income per person working","15047","047 Calary, Co. Wicklow","2016","2016","Euro","20228"
"IIA10","Median earned income per person working","15048","048 Cronebane, Co. Wicklow","2016","2016","Euro","28219"
"IIA10","Median earned income per person working","15049","049 Dunganstown East, Co. Wicklow","2016","2016","Euro","22745"
"IIA10","Median earned income per person working","15050","050 Dunganstown South, Co. Wicklow","2016","2016","Euro","24064"
"IIA10","Median earned income per person working","15051","051 Dunganstown West, Co. Wicklow","2016","2016","Euro","34639"
"IIA10","Median earned income per person working","15052","052 Ennereilly, Co. Wicklow","2016","2016","Euro","21042"
"IIA10","Median earned income per person working","15053","053 Glendalough, Co. Wicklow","2016","2016","Euro","30198"
"IIA10","Median earned income per person working","15054","054 Glenealy, Co. Wicklow","2016","2016","Euro","25973"
"IIA10","Median earned income per person working","15055","055 Kilbride, Co. Wicklow","2016","2016","Euro","27405"
"IIA10","Median earned income per person working","15056","056 Kilcoole, Co. Wicklow","2016","2016","Euro","25996"
"IIA10","Median earned income per person working","15057","057 Killiskey, Co. Wicklow","2016","2016","Euro","35560"
"IIA10","Median earned income per person working","15058","058 Knockrath, Co. Wicklow","2016","2016","Euro","12599"
"IIA10","Median earned income per person working","15059","059 Moneystown, Co. Wicklow","2016","2016","Euro","37210"
"IIA10","Median earned income per person working","15060","060 Newcastle Lower, Co. Wicklow","2016","2016","Euro","28504"
"IIA10","Median earned income per person working","15061","061 Newcastle Upper, Co. Wicklow","2016","2016","Euro","30552"
"IIA10","Median earned income per person working","15062","062 Oldtown, Co. Wicklow","2016","2016","Euro","23788"
"IIA10","Median earned income per person working","15063","063 Rathdrum, Co. Wicklow","2016","2016","Euro","32223"
"IIA10","Median earned income per person working","15064","064 Togher, Co. Wicklow","2016","2016","Euro","25837"
"IIA10","Median earned income per person working","15065","065 Trooperstown, Co. Wicklow","2016","2016","Euro",""
"IIA10","Median earned income per person working","15066","066 Wicklow Rural, Co. Wicklow","2016","2016","Euro","26688"
"IIA10","Median earned income per person working","15067","067 Aghowle, Co. Wicklow","2016","2016","Euro",""
"IIA10","Median earned income per person working","15068","068 Ballingate, Co. Wicklow","2016","2016","Euro",""
"IIA10","Median earned income per person working","15069","069 Ballinglen, Co. Wicklow","2016","2016","Euro",""
"IIA10","Median earned income per person working","15070","070 Ballybeg, Co. Wicklow","2016","2016","Euro","16488"
"IIA10","Median earned income per person working","15071","071 Carnew, Co. Wicklow","2016","2016","Euro","25686"
"IIA10","Median earned income per person working","15072","072 Coolattin, Co. Wicklow","2016","2016","Euro","30120"
"IIA10","Median earned income per person working","15073","073 Coolballintaggart, Co. Wicklow","2016","2016","Euro","27722"
"IIA10","Median earned income per person working","15074","074 Coolboy, Co. Wicklow","2016","2016","Euro","37210"
"IIA10","Median earned income per person working","15075","075 Cronelea, Co. Wicklow","2016","2016","Euro",""
"IIA10","Median earned income per person working","15076","076 Kilballyowen, Co. Wicklow","2016","2016","Euro","24242"
"IIA10","Median earned income per person working","15077","077 Killinure, Co. Wicklow","2016","2016","Euro","23158"
"IIA10","Median earned income per person working","15078","078 Kilpipe, Co. Wicklow","2016","2016","Euro","17146"
"IIA10","Median earned income per person working","15079","079 Money, Co. Wicklow","2016","2016","Euro",""
"IIA10","Median earned income per person working","15080","080 Rath, Co. Wicklow","2016","2016","Euro","20340"
"IIA10","Median earned income per person working","15081","081 Shillelagh, Co. Wicklow","2016","2016","Euro","28505"
"IIA10","Median earned income per person working","15082","082 Tinahely, Co. Wicklow","2016","2016","Euro","21980"
"IIA10","Median earned income per person working","16001","001 Ennis No. 1 Urban, Co. Clare","2016","2016","Euro","35887"
"IIA10","Median earned income per person working","16002","002 Ennis No. 2 Urban, Co. Clare","2016","2016","Euro","21097"
"IIA10","Median earned income per person working","16003","003 Ennis No. 3 Urban, Co. Clare","2016","2016","Euro","26155"
"IIA10","Median earned income per person working","16004","004 Ennis No. 4 Urban, Co. Clare","2016","2016","Euro","22607"
"IIA10","Median earned income per person working","16005","005 Kilrush Urban, Co. Clare","2016","2016","Euro","26365"
"IIA10","Median earned income per person working","16006","006 Abbey, Co. Clare","2016","2016","Euro","22967"
"IIA10","Median earned income per person working","16007","007 Carran, Co. Clare","2016","2016","Euro","17019"
"IIA10","Median earned income per person working","16009","009 Derreen, Co. Clare","2016","2016","Euro",""
"IIA10","Median earned income per person working","16010","010 Drumcreehy, Co. Clare","2016","2016","Euro","18947"
"IIA10","Median earned income per person working","16011","011 Gleninagh, Co. Clare","2016","2016","Euro",""
