"STATISTIC","Statistic Label","C03514V04244","Electoral Division","TLIST(A1)","Year","UNIT","VALUE"
"IIA10","Median earned income per person working","19162","162 O'Brennan, Co. Kerry","2016","2016","Euro",""
"IIA10","Median earned income per person working","19163","163 Ratass, Co. Kerry","2016","2016","Euro","37695"
"IIA10","Median earned income per person working","19164","164 Scartaglin, Co. Kerry","2016","2016","Euro","22159"
"IIA10","Median earned income per person working","19165","165 Tralee Rural (Part Urban), Co. Kerry","2016","2016","Euro","31985"
"IIA10","Median earned income per person working","19166","166 Tubrid, Co. Kerry","2016","2016","Euro","31292"
"IIA10","Median earned income per person working","20001","001 Abbey A, Limerick City","2016","2016","Euro","29736"
"IIA10","Median earned income per person working","20002","002 Abbey B, Limerick City","2016","2016","Euro","26652"
"IIA10","Median earned income per person working","20003","003 Abbey C, Limerick City","2016","2016","Euro","26532"
"IIA10","Median earned income per person working","20004","004 Abbey D, Limerick City","2016","2016","Euro","36307"
"IIA10","Median earned income per person working","20005","005 Ballinacurra A, Limerick City","2016","2016","Euro","31331"
"IIA10","Median earned income per person working","20006","006 Ballinacurra B, Limerick City","2016","2016","Euro","25677"
"IIA10","Median earned income per person working","20007","007 Ballynanty, Limerick City","2016","2016","Euro","39121"
"IIA10","Median earned income per person working","20008","008 Castle A, Limerick City","2016","2016","Euro","36746"
"IIA10","Median earned income per person working","20009","009 Castle B, Limerick City","2016","2016","Euro","20151"
"IIA10","Median earned income per person working","20010","010 Castle C, Limerick City","2016","2016","Euro","28893"
"IIA10","Median earned income per person working","20011","011 Castle D, Limerick City","2016","2016","Euro","23797"
"IIA10","Median earned income per person working","20012","012 Coolraine, Limerick City","2016","2016","Euro","17603"
"IIA10","Median earned income per person working","20013","013 Custom House, Limerick City","2016","2016","Euro","30748"
"IIA10","Median earned income per person working","20014","014 Dock A, Limerick City","2016","2016","Euro","27439"
"IIA10","Median earned income per person working","20015","015 Dock B, Limerick City","2016","2016","Euro","28510"
"IIA10","Median earned income per person working","20016","016 Dock C, Limerick City","2016","2016","Euro","35969"
"IIA10","Median earned income per person working","20017","017 Dock D, Limerick City","2016","2016","Euro","36122"
"IIA10","Median earned income per person working","20018","018 Farranshone, Limerick City","2016","2016","Euro","37213"
"IIA10","Median earned income per person working","20019","019 Galvone A, Limerick City","2016","2016","Euro","37912"
"IIA10","Median earned income per person working","20020","020 Galvone B, Limerick City","2016","2016","Euro","30709"
"IIA10","Median earned income per person working","20021","021 Glentworth A, Limerick City","2016","2016","Euro","37399"
"IIA10","Median earned income per person working","20022","022 Glentworth B, Limerick City","2016","2016","Euro","38607"
"IIA10","Median earned income per person working","20023","023 Glentworth C, Limerick City","2016","2016","Euro","31597"
"IIA10","Median earned income per person working","20024","024 John's A, Limerick City","2016","2016","Euro","10796"
"IIA10","Median earned income per person working","20025","025 John's B, Limerick City","2016","2016","Euro","33603"
"IIA10","Median earned income per person working","20026","026 John's C, Limerick City","2016","2016","Euro","30452"
"IIA10","Median earned income per person working","20027","027 Killeely A, Limerick City","2016","2016","Euro","19189"
"IIA10","Median earned income per person working","20028","028 Killeely B, Limerick City","2016","2016","Euro","19635"
"IIA10","Median earned income per person working","20029","029 Market, Limerick City","2016","2016","Euro","29119"
"IIA10","Median earned income per person working","20030","030 Prospect A, Limerick City","2016","2016","Euro",""
"IIA10","Median earned income per person working","20031","031 Prospect B, Limerick City","2016","2016","Euro","58837"
"IIA10","Median earned income per person working","20032","032 Rathbane, Limerick City","2016","2016","Euro","27038"
"IIA10","Median earned income per person working","20033","033 St. Laurence, Limerick City","2016","2016","Euro","37910"
"IIA10","Median earned income per person working","20034","034 Shannon A, Limerick City","2016","2016","Euro","29544"
"IIA10","Median earned income per person working","20035","035 Shannon B, Limerick City","2016","2016","Euro","23200"
"IIA10","Median earned income per person working","20036","036 Singland A, Limerick City","2016","2016","Euro","22534"
"IIA10","Median earned income per person working","20037","037 Singland B, Limerick City","2016","2016","Euro","20358"
"IIA10","Median earned income per person working","20065","065 Limerick North Rural, Limerick City","2016","2016","Euro","24123"
"IIA10","Median earned income per person working","21001","001 Abbeyville, Co. Limerick","2016","2016","Euro",""
"IIA10","Median earned income per person working","21002","002 Adare North, Co. Limerick","2016","2016","Euro","24873"
"IIA10","Median earned income per person working","21003","003 Adare South, Co. Limerick","2016","2016","Euro","21837"
"IIA10","Median earned income per person working","21004","004 Ballingarry, Co. Limerick","2016","2016","Euro","24425"
"IIA10","Median earned income per person working","21005","005 Ballyagran, Co. Limerick","2016","2016","Euro","25249"
"IIA10","Median earned income per person working","21006","006 Ballygrennan, Co. Limerick","2016","2016","Euro","16848"
"IIA10","Median earned income per person working","21007","007 Ballynabanoge, Co. Limerick","2016","2016","Euro","21424"
"IIA10","Median earned income per person working","21008","008 Ballynoe, Co. Limerick","2016","2016","Euro","16862"
"IIA10","Median earned income per person working","21009","009 Castletown, Co. Limerick","2016","2016","Euro","36385"
"IIA10","Median earned income per person working","21010","010 Coolrus, Co. Limerick","2016","2016","Euro","27426"
"IIA10","Median earned income per person working","21011","011 Crean, Co. Limerick","2016","2016","Euro",""
"IIA10","Median earned income per person working","21012","012 Crecora, Co. Limerick","2016","2016","Euro","34750"
"IIA10","Median earned income per person working","21013","013 Croom, Co. Limerick","2016","2016","Euro","27456"
"IIA10","Median earned income per person working","21014","014 Dunnaman, Co. Limerick","2016","2016","Euro","32519"
"IIA10","Median earned income per person working","21015","015 Fedamore, Co. Limerick","2016","2016","Euro","35680"
"IIA10","Median earned income per person working","21016","016 Garrane, Co. Limerick","2016","2016","Euro","21220"
"IIA10","Median earned income per person working","21017","017 Grange, Co. Limerick","2016","2016","Euro","22086"
"IIA10","Median earned income per person working","21018","018 Kilfinny, Co. Limerick","2016","2016","Euro","30567"
"IIA10","Median earned income per person working","21019","019 Kilpeacon, Co. Limerick","2016","2016","Euro","30699"
"IIA10","Median earned income per person working","21020","020 Rathmore, Co. Limerick","2016","2016","Euro","23508"
"IIA10","Median earned income per person working","21021","021 Fleanmore, Co. Limerick","2016","2016","Euro","22664"
"IIA10","Median earned income per person working","21022","022 Glin, Co. Limerick","2016","2016","Euro","24755"
"IIA10","Median earned income per person working","21023","023 Kilfergus, Co. Limerick","2016","2016","Euro",""
"IIA10","Median earned income per person working","21024","024 Kilmoylan, Co. Limerick","2016","2016","Euro","12104"
"IIA10","Median earned income per person working","21025","025 Ardpatrick, Co. Limerick","2016","2016","Euro","25468"
"IIA10","Median earned income per person working","21026","026 Athlacca, Co. Limerick","2016","2016","Euro","21993"
"IIA10","Median earned income per person working","21027","027 Ballymacshaneboy, Co. Limerick","2016","2016","Euro","27243"
"IIA10","Median earned income per person working","21028","028 Bruff, Co. Limerick","2016","2016","Euro","22675"
"IIA10","Median earned income per person working","21029","029 Bruree, Co. Limerick","2016","2016","Euro","20821"
"IIA10","Median earned income per person working","21030","030 Bulgaden, Co. Limerick","2016","2016","Euro","17602"
"IIA10","Median earned income per person working","21031","031 Cahercorney, Co. Limerick","2016","2016","Euro","30966"
"IIA10","Median earned income per person working","21032","032 Colmanswell, Co. Limerick","2016","2016","Euro","28364"
"IIA10","Median earned income per person working","21033","033 Darragh, Co. Limerick","2016","2016","Euro","26928"
"IIA10","Median earned income per person working","21034","034 Dromin, Co. Limerick","2016","2016","Euro","18985"
"IIA10","Median earned income per person working","21035","035 Emlygrennan, Co. Limerick","2016","2016","Euro","29616"
"IIA10","Median earned income per person working","21036","036 Glenbrohane, Co. Limerick","2016","2016","Euro","37731"
"IIA10","Median earned income per person working","21037","037 Griston, Co. Limerick","2016","2016","Euro",""
"IIA10","Median earned income per person working","21038","038 Hospital, Co. Limerick","2016","2016","Euro","24235"
"IIA10","Median earned income per person working","21039","039 Kilfinnane, Co. Limerick","2016","2016","Euro","21106"
"IIA10","Median earned income per person working","21040","040 Kilflyn, Co. Limerick","2016","2016","Euro","27924"
"IIA10","Median earned income per person working","21041","041 Kilmallock, Co. Limerick","2016","2016","Euro","27662"
"IIA10","Median earned income per person working","21042","042 Kilteely, Co. Limerick","2016","2016","Euro","15283"
"IIA10","Median earned income per person working","21043","043 Knockainy, Co. Limerick","2016","2016","Euro","17692"
"IIA10","Median earned income per person working","21044","044 Knocklong, Co. Limerick","2016","2016","Euro","26900"
"IIA10","Median earned income per person working","21045","045 Particles, Co. Limerick","2016","2016","Euro","36906"
"IIA10","Median earned income per person working","21046","046 Rockhill, Co. Limerick","2016","2016","Euro","24699"
"IIA10","Median earned income per person working","21047","047 Tobernea, Co. Limerick","2016","2016","Euro","13411"
"IIA10","Median earned income per person working","21048","048 Uregare, Co. Limerick","2016","2016","Euro",""
"IIA10","Median earned income per person working","21049","049 Abington, Co. Limerick","2016","2016","Euro","19688"
"IIA10","Median earned income per person working","21050","050 Ballybricken, Co. Limerick","2016","2016","Euro","24894"
"IIA10","Median earned income per person working","21051","051 Ballycummin, Co. Limerick","2016","2016","Euro","39843"
"IIA10","Median earned income per person working","21052","052 Ballysimon, Co. Limerick","2016","2016","Euro","34232"
"IIA10","Median earned income per person working","21053","053 Ballyvarra, Co. Limerick","2016","2016","Euro","38667"
"IIA10","Median earned income per person working","21054","054 Caherconlish East, Co. Limerick","2016","2016","Euro","31996"
"IIA10","Median earned income per person working","21055","055 Caherconlish West, Co. Limerick","2016","2016","Euro","18683"
"IIA10","Median earned income per person working","21056","056 Caherelly, Co. Limerick","2016","2016","Euro","32000"
"IIA10","Median earned income per person working","21057","057 Cappamore, Co. Limerick","2016","2016","Euro","20904"
"IIA10","Median earned income per person working","21058","058 Carrig, Co. Limerick","2016","2016","Euro","18200"
"IIA10","Median earned income per person working","21059","059 Castleconnell, Co. Limerick","2016","2016","Euro","21963"
"IIA10","Median earned income per person working","21060","060 Clarina, Co. Limerick","2016","2016","Euro","19794"
"IIA10","Median earned income per person working","21061","061 Clonkeen, Co. Limerick","2016","2016","Euro","17096"
"IIA10","Median earned income per person working","21062","062 Doon West, Co. Limerick","2016","2016","Euro","26452"
"IIA10","Median earned income per person working","21063","063 Glenstal, Co. Limerick","2016","2016","Euro","22712"
"IIA10","Median earned income per person working","21064","064 Kilmurry, Co. Limerick","2016","2016","Euro","33710"
"IIA10","Median earned income per person working","21066","066 Limerick South Rural, Co. Limerick","2016","2016","Euro","28785"
"IIA10","Median earned income per person working","21067","067 Patrickswell, Co. Limerick","2016","2016","Euro","27050"
"IIA10","Median earned income per person working","21068","068 Roxborough, Co. Limerick","2016","2016","Euro","37017"
"IIA10","Median earned income per person working","21069","069 Anglesborough, Co. Limerick","2016","2016","Euro","25432"
"IIA10","Median earned income per person working","21070","070 Ballylanders, Co. Limerick","2016","2016","Euro","21443"
"IIA10","Median earned income per person working","21071","071 Cullane, Co. Limerick","2016","2016","Euro","24665"
"IIA10","Median earned income per person working","21072","072 Duntryleague, Co. Limerick","2016","2016","Euro",""
"IIA10","Median earned income per person working","21073","073 Galbally, Co. Limerick","2016","2016","Euro","21090"
"IIA10","Median earned income per person working","21074","074 Kilbeheny, Co. Limerick","2016","2016","Euro","4047"
"IIA10","Median earned income per person working","21075","075 Kilglass, Co. Limerick","2016","2016","Euro","19773"
"IIA10","Median earned income per person working","21076","076 Knocknascrow, Co. Limerick","2016","2016","Euro","23268"
"IIA10","Median earned income per person working","21077","077 Riversdale, Co. Limerick","2016","2016","Euro",""
"IIA10","Median earned income per person working","21078","078 Abbeyfeale, Co. Limerick","2016","2016","Euro","29869"
"IIA10","Median earned income per person working","21079","079 Ardagh, Co. Limerick","2016","2016","Euro","16835"
"IIA10","Median earned income per person working","21080","080 Ballintober, Co. Limerick","2016","2016","Euro","30560"
"IIA10","Median earned income per person working","21081","081 Ballynoe West, Co. Limerick","2016","2016","Euro","28015"
"IIA10","Median earned income per person working","21082","082 Boola, Co. Limerick","2016","2016","Euro","18536"
"IIA10","Median earned income per person working","21083","083 Broadford, Co. Limerick","2016","2016","Euro","19446"
"IIA10","Median earned income per person working","21084","084 Caher, Co. Limerick","2016","2016","Euro","31318"
"IIA10","Median earned income per person working","21085","085 Cleanglass, Co. Limerick","2016","2016","Euro","14833"
"IIA10","Median earned income per person working","21086","086 Cloncagh, Co. Limerick","2016","2016","Euro",""
"IIA10","Median earned income per person working","21087","087 Danganbeg, Co. Limerick","2016","2016","Euro","29186"
"IIA10","Median earned income per person working","21088","088 Dromcolliher, Co. Limerick","2016","2016","Euro","26843"
"IIA10","Median earned income per person working","21089","089 Dromtrasna, Co. Limerick","2016","2016","Euro","29725"
"IIA10","Median earned income per person working","21090","090 Feenagh, Co. Limerick","2016","2016","Euro","30622"
"IIA10","Median earned income per person working","21091","091 Garryduff, Co. Limerick","2016","2016","Euro",""
"IIA10","Median earned income per person working","21092","092 Glenagower, Co. Limerick","2016","2016","Euro","25887"
"IIA10","Median earned income per person working","21093","093 Glengort, Co. Limerick","2016","2016","Euro","22526"
"IIA10","Median earned income per person working","21094","094 Glensharrold, Co. Limerick","2016","2016","Euro","11494"
"IIA10","Median earned income per person working","21095","095 Kilmeedy, Co. Limerick","2016","2016","Euro","21007"
"IIA10","Median earned income per person working","21096","096 Knockaderry, Co. Limerick","2016","2016","Euro","27191"
"IIA10","Median earned income per person working","21097","097 Mahoonagh, Co. Limerick","2016","2016","Euro","26728"
"IIA10","Median earned income per person working","21098","098 Monagay, Co. Limerick","2016","2016","Euro","26087"
"IIA10","Median earned income per person working","21099","099 Mountcollins, Co. Limerick","2016","2016","Euro","30937"
"IIA10","Median earned income per person working","21100","100 Mountplummer, Co. Limerick","2016","2016","Euro","27553"
"IIA10","Median earned income per person working","21101","101 Newcastle Rural, Co. Limerick","2016","2016","Euro","29175"
"IIA10","Median earned income per person working","21102","102 Newcastle Urban, Co. Limerick","2016","2016","Euro","27585"
"IIA10","Median earned income per person working","21103","103 Port, Co. Limerick","2016","2016","Euro","36621"
"IIA10","Median earned income per person working","21104","104 Rathronan, Co. Limerick","2016","2016","Euro","19377"
"IIA10","Median earned income per person working","21105","105 Rooskagh, Co. Limerick","2016","2016","Euro",""
"IIA10","Median earned income per person working","21106","106 Templeglentan, Co. Limerick","2016","2016","Euro","21376"
"IIA10","Median earned income per person working","21107","107 Askeaton East, Co. Limerick","2016","2016","Euro","27491"
"IIA10","Median earned income per person working","21108","108 Askeaton West, Co. Limerick","2016","2016","Euro","80948"
"IIA10","Median earned income per person working","21109","109 Aughinish, Co. Limerick","2016","2016","Euro","68199"
"IIA10","Median earned income per person working","21110","110 Ballyallinan, Co. Limerick","2016","2016","Euro",""
"IIA10","Median earned income per person working","21111","111 Ballynacarriga, Co. Limerick","2016","2016","Euro","24355"
"IIA10","Median earned income per person working","21112","112 Castletown, Co. Limerick","2016","2016","Euro",""
"IIA10","Median earned income per person working","21113","113 Craggs, Co. Limerick","2016","2016","Euro","31164"
"IIA10","Median earned income per person working","21114","114 Croagh, Co. Limerick","2016","2016","Euro","20268"
"IIA10","Median earned income per person working","21115","115 Dromard, Co. Limerick","2016","2016","Euro","20096"
"IIA10","Median earned income per person working","21116","116 Dunmoylan East, Co. Limerick","2016","2016","Euro","23175"
"IIA10","Median earned income per person working","21117","117 Dunmoylan West, Co. Limerick","2016","2016","Euro",""
"IIA10","Median earned income per person working","21118","118 Iveruss, Co. Limerick","2016","2016","Euro","26542"
"IIA10","Median earned income per person working","21119","119 Kilcornan, Co. Limerick","2016","2016","Euro","24777"
"IIA10","Median earned income per person working","21120","120 Kildimo, Co. Limerick","2016","2016","Euro","23919"
"IIA10","Median earned income per person working","21121","121 Kilscannell, Co. Limerick","2016","2016","Euro","22428"
"IIA10","Median earned income per person working","21122","122 Lismakeery, Co. Limerick","2016","2016","Euro","33915"
"IIA10","Median earned income per person working","21123","123 Loghill, Co. Limerick","2016","2016","Euro","25329"
"IIA10","Median earned income per person working","21124","124 Mohernagh, Co. Limerick","2016","2016","Euro",""
"IIA10","Median earned income per person working","21125","125 Nantinan, Co. Limerick","2016","2016","Euro","20921"
"IIA10","Median earned income per person working","21126","126 Pallaskenry, Co. Limerick","2016","2016","Euro","32536"
"IIA10","Median earned income per person working","21127","127 Rathkeale Rural, Co. Limerick","2016","2016","Euro","24482"
"IIA10","Median earned income per person working","21128","128 Rathkeale Urban, Co. Limerick","2016","2016","Euro","26347"
"IIA10","Median earned income per person working","21129","129 Riddlestown, Co. Limerick","2016","2016","Euro","19971"
"IIA10","Median earned income per person working","21130","130 Shanagolden, Co. Limerick","2016","2016","Euro","38526"
"IIA10","Median earned income per person working","21131","131 Shanid, Co. Limerick","2016","2016","Euro","23408"
"IIA10","Median earned income per person working","21132","132 Bilboa, Co. Limerick","2016","2016","Euro","34677"
"IIA10","Median earned income per person working","21133","133 Doon South, Co. Limerick","2016","2016","Euro","30296"
"IIA10","Median earned income per person working","21134","134 Grean, Co. Limerick","2016","2016","Euro","20519"
"IIA10","Median earned income per person working","21135","135 Oola, Co. Limerick","2016","2016","Euro","26569"
"IIA10","Median earned income per person working","21136","136 Templebredon, Co. Limerick","2016","2016","Euro","21646"
"IIA10","Median earned income per person working","22001","001 Nenagh East Urban, North Tipperary","2016","2016","Euro","25780"
"IIA10","Median earned income per person working","22002","002 Nenagh West Urban, North Tipperary","2016","2016","Euro","30023"
"IIA10","Median earned income per person working","22003","003 Templemore, North Tipperary","2016","2016","Euro","28007"
"IIA10","Median earned income per person working","22004","004 Thurles Urban, North Tipperary","2016","2016","Euro","25811"
"IIA10","Median earned income per person working","22005","005 Aglishcloghane, North Tipperary","2016","2016","Euro","23743"
"IIA10","Median earned income per person working","22006","006 Ballingarry, North Tipperary","2016","2016","Euro","20557"
"IIA10","Median earned income per person working","22007","007 Ballylusky, North Tipperary","2016","2016","Euro","26819"
"IIA10","Median earned income per person working","22008","008 Borrisokane, North Tipperary","2016","2016","Euro","26004"
"IIA10","Median earned income per person working","22009","009 Carrig, North Tipperary","2016","2016","Euro","24236"
"IIA10","Median earned income per person working","22010","010 Cloghjordan, North Tipperary","2016","2016","Euro","18439"
"IIA10","Median earned income per person working","22011","011 Cloghprior, North Tipperary","2016","2016","Euro",""
"IIA10","Median earned income per person working","22012","012 Clohaskin, North Tipperary","2016","2016","Euro",""
"IIA10","Median earned income per person working","22013","013 Finnoe, North Tipperary","2016","2016","Euro",""
"IIA10","Median earned income per person working","22014","014 Graigue, North Tipperary","2016","2016","Euro","18559"
"IIA10","Median earned income per person working","22015","015 Kilbarron, North Tipperary","2016","2016","Euro","25000"
"IIA10","Median earned income per person working","22016","016 Lorrha East, North Tipperary","2016","2016","Euro",""
"IIA10","Median earned income per person working","22017","017 Lorrha West, North Tipperary","2016","2016","Euro","15359"
"IIA10","Median earned income per person working","22018","018 Mertonhall, North Tipperary","2016","2016","Euro",""
"IIA10","Median earned income per person working","22019","019 Rathcabban, North Tipperary","2016","2016","Euro","23211"
"IIA10","Median earned income per person working","22020","020 Redwood, North Tipperary","2016","2016","Euro",""
"IIA10","Median earned income per person working","22021","021 Riverstown, North Tipperary","2016","2016","Euro","23469"
"IIA10","Median earned income per person working","22022","022 Terryglass, North Tipperary","2016","2016","Euro","21944"
"IIA10","Median earned income per person working","22023","023 Uskane, North Tipperary","2016","2016","Euro",""
"IIA10","Median earned income per person working","22024","024 Abington, North Tipperary","2016","2016","Euro","33561"
"IIA10","Median earned income per person working","22025","025 Aghnameadle, North Tipperary","2016","2016","Euro","27978"
"IIA10","Median earned income per person working","22026","026 Ardcrony, North Tipperary","2016","2016","Euro","25582"
"IIA10","Median earned income per person working","22027","027 Ballina, North Tipperary","2016","2016","Euro","23629"
"IIA10","Median earned income per person working","22028","028 Ballygibbon, North Tipperary","2016","2016","Euro","25152"
"IIA10","Median earned income per person working","22029","029 Ballymackey, North Tipperary","2016","2016","Euro","24088"
"IIA10","Median earned income per person working","22030","030 Ballynaclogh, North Tipperary","2016","2016","Euro","33105"
"IIA10","Median earned income per person working","22031","031 Birdhill, North Tipperary","2016","2016","Euro","27346"
"IIA10","Median earned income per person working","22032","032 Burgesbeg, North Tipperary","2016","2016","Euro","25726"
"IIA10","Median earned income per person working","22033","033 Carrigatogher, North Tipperary","2016","2016","Euro","24645"
"IIA10","Median earned income per person working","22034","034 Castletown, North Tipperary","2016","2016","Euro","17400"
"IIA10","Median earned income per person working","22035","035 Derrycastle, North Tipperary","2016","2016","Euro",""
"IIA10","Median earned income per person working","22036","036 Dolla, North Tipperary","2016","2016","Euro",""
"IIA10","Median earned income per person working","22037045","999Greenhall / Lackagh","2016","2016","Euro","25213"
"IIA10","Median earned income per person working","22038","038 Kilcomenty, North Tipperary","2016","2016","Euro","27228"
"IIA10","Median earned income per person working","22039","039 Kilkeary, North Tipperary","2016","2016","Euro","24278"
"IIA10","Median earned income per person working","22040","040 Killoscully, North Tipperary","2016","2016","Euro","12347"
"IIA10","Median earned income per person working","22041","041 Kilmore, North Tipperary","2016","2016","Euro","37824"
"IIA10","Median earned income per person working","22042","042 Kilnaneave, North Tipperary","2016","2016","Euro","30349"
"IIA10","Median earned income per person working","22043","043 Kilnarath, North Tipperary","2016","2016","Euro",""
"IIA10","Median earned income per person working","22044","044 Knigh, North Tipperary","2016","2016","Euro","29063"
"IIA10","Median earned income per person working","22046","046 Latteragh, North Tipperary","2016","2016","Euro","25144"
"IIA10","Median earned income per person working","22047","047 Monsea, North Tipperary","2016","2016","Euro","25692"
"IIA10","Median earned income per person working","22048","048 Nenagh Rural, North Tipperary","2016","2016","Euro","23913"
"IIA10","Median earned income per person working","22049","049 Newport, North Tipperary","2016","2016","Euro","22766"
"IIA10","Median earned income per person working","22050","050 Templederry, North Tipperary","2016","2016","Euro",""
"IIA10","Median earned income per person working","22051","051 Youghalarra, North Tipperary","2016","2016","Euro","15568"
"IIA10","Median earned income per person working","22052","052 Borrisnafarney, North Tipperary","2016","2016","Euro","36737"
"IIA10","Median earned income per person working","22053","053 Borrisnoe, North Tipperary","2016","2016","Euro","18615"
"IIA10","Median earned income per person working","22054","054 Bourney East, North Tipperary","2016","2016","Euro","18895"
"IIA10","Median earned income per person working","22055","055 Bourney West, North Tipperary","2016","2016","Euro","25836"
"IIA10","Median earned income per person working","22056","056 Killavinoge, North Tipperary","2016","2016","Euro","29032"
"IIA10","Median earned income per person working","22057","057 Killea, North Tipperary","2016","2016","Euro","21220"
"IIA10","Median earned income per person working","22058","058 Rathnaveoge, North Tipperary","2016","2016","Euro","18430"
"IIA10","Median earned income per person working","22059","059 Roscrea, North Tipperary","2016","2016","Euro","27043"
"IIA10","Median earned income per person working","22060","060 Timoney, North Tipperary","2016","2016","Euro","17877"
"IIA10","Median earned income per person working","22061","061 Ballycahill, North Tipperary","2016","2016","Euro","18077"
"IIA10","Median earned income per person working","22062","062 Ballymurreen, North Tipperary","2016","2016","Euro","21364"
"IIA10","Median earned income per person working","22063","063 Borrisoleigh, North Tipperary","2016","2016","Euro","29805"
"IIA10","Median earned income per person working","22064","064 Drom, North Tipperary","2016","2016","Euro","22621"
"IIA10","Median earned income per person working","22065","065 Foilnaman, North Tipperary","2016","2016","Euro","26559"
"IIA10","Median earned income per person working","22066","066 Glenkeen, North Tipperary","2016","2016","Euro","33338"
"IIA10","Median earned income per person working","22067","067 Gortkelly, North Tipperary","2016","2016","Euro","32449"
"IIA10","Median earned income per person working","22068","068 Holycross, North Tipperary","2016","2016","Euro","19434"
"IIA10","Median earned income per person working","22069","069 Inch, North Tipperary","2016","2016","Euro","20504"
"IIA10","Median earned income per person working","22070","070 Kilrush, North Tipperary","2016","2016","Euro","30885"
"IIA10","Median earned income per person working","22071","071 Littleton, North Tipperary","2016","2016","Euro","27810"
"IIA10","Median earned income per person working","22072","072 Longfordpass, North Tipperary","2016","2016","Euro","33742"
"IIA10","Median earned income per person working","22073","073 Loughmoe, North Tipperary","2016","2016","Euro","26919"
"IIA10","Median earned income per person working","22074","074 Moyaliff, North Tipperary","2016","2016","Euro","20438"
"IIA10","Median earned income per person working","22075","075 Moycarky, North Tipperary","2016","2016","Euro","16418"
"IIA10","Median earned income per person working","22076","076 Moyne, North Tipperary","2016","2016","Euro","37348"
"IIA10","Median earned income per person working","22077","077 Rahelty, North Tipperary","2016","2016","Euro","27470"
"IIA10","Median earned income per person working","22078","078 Templetouhy, North Tipperary","2016","2016","Euro","25563"
"IIA10","Median earned income per person working","22079","079 Thurles Rural, North Tipperary","2016","2016","Euro","28698"
"IIA10","Median earned income per person working","22080","080 Twomileborris, North Tipperary","2016","2016","Euro","29010"
"IIA10","Median earned income per person working","22081","081 Upperchurch, North Tipperary","2016","2016","Euro","27875"
"IIA10","Median earned income per person working","23082","082 Carrickbeg Urban, South Tipperary","2016","2016","Euro","23097"
"IIA10","Median earned income per person working","23083","083 Carrick-on-Suir Urban, South Tipperary","2016","2016","Euro","22530"
"IIA10","Median earned income per person working","23084","084 Cashel Urban, South Tipperary","2016","2016","Euro","25702"
"IIA10","Median earned income per person working","23085","085 Clonmel East Urban, South Tipperary","2016","2016","Euro","26000"
"IIA10","Median earned income per person working","23086","086 Clonmel West Urban, South Tipperary","2016","2016","Euro","32167"
"IIA10","Median earned income per person working","23087","087 Tipperary East Urban, South Tipperary","2016","2016","Euro","26581"
"IIA10","Median earned income per person working","23088","088 Tipperary West Urban, South Tipperary","2016","2016","Euro","25948"
"IIA10","Median earned income per person working","23089","089 Carrick-on-Suir Rural, South Tipperary","2016","2016","Euro","27056"
"IIA10","Median earned income per person working","23090","090 Garrangibbon, South Tipperary","2016","2016","Euro","23759"
"IIA10","Median earned income per person working","23091","091 Kilmurry, South Tipperary","2016","2016","Euro","65301"
"IIA10","Median earned income per person working","23092","092 Newtown, South Tipperary","2016","2016","Euro","24091"
"IIA10","Median earned income per person working","23093","093 Ardmayle, South Tipperary","2016","2016","Euro","27857"
"IIA10","Median earned income per person working","23094","094 Ardsallagh, South Tipperary","2016","2016","Euro","19181"
"IIA10","Median earned income per person working","23095","095 Ballysheehan, South Tipperary","2016","2016","Euro","26372"
"IIA10","Median earned income per person working","23096","096 Cashel Rural, South Tipperary","2016","2016","Euro","26316"
"IIA10","Median earned income per person working","23097","097 Clogher, South Tipperary","2016","2016","Euro",""
"IIA10","Median earned income per person working","23098","098 Cloneen, South Tipperary","2016","2016","Euro","24812"
"IIA10","Median earned income per person working","23099","099 Clonoulty East, South Tipperary","2016","2016","Euro","25200"
"IIA10","Median earned income per person working","23100","100 Clonoulty West, South Tipperary","2016","2016","Euro","27754"
"IIA10","Median earned income per person working","23101","101 Colman, South Tipperary","2016","2016","Euro","18283"
"IIA10","Median earned income per person working","23102","102 Cooleagh, South Tipperary","2016","2016","Euro","25071"
"IIA10","Median earned income per person working","23103","103 Drangan, South Tipperary","2016","2016","Euro","37510"
"IIA10","Median earned income per person working","23104","104 Fethard, South Tipperary","2016","2016","Euro","21276"
"IIA10","Median earned income per person working","23105","105 Gaile, South Tipperary","2016","2016","Euro","27554"
"IIA10","Median earned income per person working","23106","106 Graigue, South Tipperary","2016","2016","Euro","30517"
"IIA10","Median earned income per person working","23107","107 Greystown, South Tipperary","2016","2016","Euro","21600"
"IIA10","Median earned income per person working","23108","108 Killeenasteena, South Tipperary","2016","2016","Euro","30175"
"IIA10","Median earned income per person working","23109","109 Killenaule, South Tipperary","2016","2016","Euro","35021"
"IIA10","Median earned income per person working","23110","110 Kilpatrick, South Tipperary","2016","2016","Euro","23561"
"IIA10","Median earned income per person working","23111","111 Knockgraffon, South Tipperary","2016","2016","Euro","29906"
"IIA10","Median earned income per person working","23112","112 Magorban, South Tipperary","2016","2016","Euro","28571"
"IIA10","Median earned income per person working","23113","113 Nodstown, South Tipperary","2016","2016","Euro","35979"
"IIA10","Median earned income per person working","23114","114 Oughterleague, South Tipperary","2016","2016","Euro","19243"
"IIA10","Median earned income per person working","23115","115 Peppardstown, South Tipperary","2016","2016","Euro","29623"
